name,layer_type,batch_input_shape,batch_output_shape,connected_to,params,filters,kernel_size,activation,padding,strides,pool_size,units,dtype,trainable,function_type,use_bias,axis,scale,moving_mean_initializer,bias_regularizer,moving_variance_initializer,gamma_constraint,arguments,bias_initializer,beta_regularizer,output_shape,momentum,output_shape_type,function,gamma_initializer,kernel_initializer,kernel_constraint,epsilon,beta_initializer,activity_regularizer,beta_constraint,center,bias_constraint,data_format,dilation_rate,kernel_regularizer,sparse,gamma_regularizer
batch_normalization_156,BatchNormalization,"(None, 12, 12, 192)","(None, 12, 12, 192)",conv2d_156,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_153,Activation,"(None, 12, 12, 192)","(None, 12, 12, 192)",batch_normalization_153,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_156,Activation,"(None, 12, 12, 192)","(None, 12, 12, 192)",batch_normalization_156,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
block17_20_mixed,Concatenate,"[(None, 12, 12, 192), (None, 12, 12, 192)]","(None, 12, 12, 384)",activation_153/activation_156,0,,,,,,,,,True,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
block17_20_conv,Conv2D,"(None, 12, 12, 384)","(None, 12, 12, 1088)",block17_20_mixed,418880,1088,"(1, 1)",linear,same,"(1, 1)",,,,True,,True,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
block17_20,Lambda,"[(None, 12, 12, 1088), (None, 12, 12, 1088)]","(None, 12, 12, 1088)",block17_19_ac/block17_20_conv,0,,,,,,,,,True,lambda,,,,,,,,{'scale': 0.1},,,"(12, 12, 1088)",,raw,"(u'YwIAAAACAAAAAwAAAFNgAQBzFAAAAHwAAGQBABl8AABkAgAZfAEAFBdTKAMAAABOaQAAAABpAQAA\nACgAAAAAKAIAAAB0BgAAAGlucHV0c3QFAAAAc2NhbGUoAAAAACgAAAAAc3oAAAAvVXNlcnMva2Fu\nZ3N1amluL0RvY3VtZW50cy9TVUpJTi9JLVNVUkYgcHJvamVjdC92ZW52L2xpYi9weXRob24yLjcv\nc2l0ZS1wYWNrYWdlcy9rZXJhc19hcHBsaWNhdGlvbnMvaW5jZXB0aW9uX3Jlc25ldF92Mi5weXQI\nAAAAPGxhbWJkYT6qAAAAdAAAAAA=\n', None, None)",,,,,,,,,,,,,,
block17_20_ac,Activation,"(None, 12, 12, 1088)","(None, 12, 12, 1088)",block17_20,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_161,Conv2D,"(None, 12, 12, 1088)","(None, 12, 12, 256)",block17_20_ac,278528,256,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_161,BatchNormalization,"(None, 12, 12, 256)","(None, 12, 12, 256)",conv2d_161,768,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_161,Activation,"(None, 12, 12, 256)","(None, 12, 12, 256)",batch_normalization_161,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_157,Conv2D,"(None, 12, 12, 1088)","(None, 12, 12, 256)",block17_20_ac,278528,256,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_159,Conv2D,"(None, 12, 12, 1088)","(None, 12, 12, 256)",block17_20_ac,278528,256,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_162,Conv2D,"(None, 12, 12, 256)","(None, 12, 12, 288)",activation_161,663552,288,"(3, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_157,BatchNormalization,"(None, 12, 12, 256)","(None, 12, 12, 256)",conv2d_157,768,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_159,BatchNormalization,"(None, 12, 12, 256)","(None, 12, 12, 256)",conv2d_159,768,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_162,BatchNormalization,"(None, 12, 12, 288)","(None, 12, 12, 288)",conv2d_162,864,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_157,Activation,"(None, 12, 12, 256)","(None, 12, 12, 256)",batch_normalization_157,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_159,Activation,"(None, 12, 12, 256)","(None, 12, 12, 256)",batch_normalization_159,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_162,Activation,"(None, 12, 12, 288)","(None, 12, 12, 288)",batch_normalization_162,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_158,Conv2D,"(None, 12, 12, 256)","(None, 5, 5, 384)",activation_157,884736,384,"(3, 3)",linear,valid,"(2, 2)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_160,Conv2D,"(None, 12, 12, 256)","(None, 5, 5, 288)",activation_159,663552,288,"(3, 3)",linear,valid,"(2, 2)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_163,Conv2D,"(None, 12, 12, 288)","(None, 5, 5, 320)",activation_162,829440,320,"(3, 3)",linear,valid,"(2, 2)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_158,BatchNormalization,"(None, 5, 5, 384)","(None, 5, 5, 384)",conv2d_158,1152,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_160,BatchNormalization,"(None, 5, 5, 288)","(None, 5, 5, 288)",conv2d_160,864,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_163,BatchNormalization,"(None, 5, 5, 320)","(None, 5, 5, 320)",conv2d_163,960,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_158,Activation,"(None, 5, 5, 384)","(None, 5, 5, 384)",batch_normalization_158,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_160,Activation,"(None, 5, 5, 288)","(None, 5, 5, 288)",batch_normalization_160,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_163,Activation,"(None, 5, 5, 320)","(None, 5, 5, 320)",batch_normalization_163,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
max_pooling2d_4,MaxPooling2D,"(None, 12, 12, 1088)","(None, 5, 5, 1088)",block17_20_ac,0,,,,valid,"(2, 2)","(3, 3)",,,True,,,,,,,,,,,,,,,,,,,,,,,,,channels_last,,,,
mixed_7a,Concatenate,"[(None, 5, 5, 384), (None, 5, 5, 288), (None, 5, 5, 320), (None, 5, 5, 1088)]","(None, 5, 5, 2080)",activation_158/activation_160/activation_163/max_pooling2d_4,0,,,,,,,,,True,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_165,Conv2D,"(None, 5, 5, 2080)","(None, 5, 5, 192)",mixed_7a,399360,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_165,BatchNormalization,"(None, 5, 5, 192)","(None, 5, 5, 192)",conv2d_165,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_165,Activation,"(None, 5, 5, 192)","(None, 5, 5, 192)",batch_normalization_165,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_166,Conv2D,"(None, 5, 5, 192)","(None, 5, 5, 224)",activation_165,129024,224,"(1, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_166,BatchNormalization,"(None, 5, 5, 224)","(None, 5, 5, 224)",conv2d_166,672,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_166,Activation,"(None, 5, 5, 224)","(None, 5, 5, 224)",batch_normalization_166,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_164,Conv2D,"(None, 5, 5, 2080)","(None, 5, 5, 192)",mixed_7a,399360,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_167,Conv2D,"(None, 5, 5, 224)","(None, 5, 5, 256)",activation_166,172032,256,"(3, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_164,BatchNormalization,"(None, 5, 5, 192)","(None, 5, 5, 192)",conv2d_164,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_167,BatchNormalization,"(None, 5, 5, 256)","(None, 5, 5, 256)",conv2d_167,768,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_164,Activation,"(None, 5, 5, 192)","(None, 5, 5, 192)",batch_normalization_164,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_167,Activation,"(None, 5, 5, 256)","(None, 5, 5, 256)",batch_normalization_167,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
block8_1_mixed,Concatenate,"[(None, 5, 5, 192), (None, 5, 5, 256)]","(None, 5, 5, 448)",activation_164/activation_167,0,,,,,,,,,True,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
block8_1_conv,Conv2D,"(None, 5, 5, 448)","(None, 5, 5, 2080)",block8_1_mixed,933920,2080,"(1, 1)",linear,same,"(1, 1)",,,,True,,True,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
block8_1,Lambda,"[(None, 5, 5, 2080), (None, 5, 5, 2080)]","(None, 5, 5, 2080)",mixed_7a/block8_1_conv,0,,,,,,,,,True,lambda,,,,,,,,{'scale': 0.2},,,"(5, 5, 2080)",,raw,"(u'YwIAAAACAAAAAwAAAFNgAQBzFAAAAHwAAGQBABl8AABkAgAZfAEAFBdTKAMAAABOaQAAAABpAQAA\nACgAAAAAKAIAAAB0BgAAAGlucHV0c3QFAAAAc2NhbGUoAAAAACgAAAAAc3oAAAAvVXNlcnMva2Fu\nZ3N1amluL0RvY3VtZW50cy9TVUpJTi9JLVNVUkYgcHJvamVjdC92ZW52L2xpYi9weXRob24yLjcv\nc2l0ZS1wYWNrYWdlcy9rZXJhc19hcHBsaWNhdGlvbnMvaW5jZXB0aW9uX3Jlc25ldF92Mi5weXQI\nAAAAPGxhbWJkYT6qAAAAdAAAAAA=\n', None, None)",,,,,,,,,,,,,,
block8_1_ac,Activation,"(None, 5, 5, 2080)","(None, 5, 5, 2080)",block8_1,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_169,Conv2D,"(None, 5, 5, 2080)","(None, 5, 5, 192)",block8_1_ac,399360,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_169,BatchNormalization,"(None, 5, 5, 192)","(None, 5, 5, 192)",conv2d_169,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_169,Activation,"(None, 5, 5, 192)","(None, 5, 5, 192)",batch_normalization_169,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_170,Conv2D,"(None, 5, 5, 192)","(None, 5, 5, 224)",activation_169,129024,224,"(1, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_170,BatchNormalization,"(None, 5, 5, 224)","(None, 5, 5, 224)",conv2d_170,672,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_170,Activation,"(None, 5, 5, 224)","(None, 5, 5, 224)",batch_normalization_170,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_168,Conv2D,"(None, 5, 5, 2080)","(None, 5, 5, 192)",block8_1_ac,399360,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_171,Conv2D,"(None, 5, 5, 224)","(None, 5, 5, 256)",activation_170,172032,256,"(3, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_168,BatchNormalization,"(None, 5, 5, 192)","(None, 5, 5, 192)",conv2d_168,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_171,BatchNormalization,"(None, 5, 5, 256)","(None, 5, 5, 256)",conv2d_171,768,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_168,Activation,"(None, 5, 5, 192)","(None, 5, 5, 192)",batch_normalization_168,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_171,Activation,"(None, 5, 5, 256)","(None, 5, 5, 256)",batch_normalization_171,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
block8_2_mixed,Concatenate,"[(None, 5, 5, 192), (None, 5, 5, 256)]","(None, 5, 5, 448)",activation_168/activation_171,0,,,,,,,,,True,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
block8_2_conv,Conv2D,"(None, 5, 5, 448)","(None, 5, 5, 2080)",block8_2_mixed,933920,2080,"(1, 1)",linear,same,"(1, 1)",,,,True,,True,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
block8_2,Lambda,"[(None, 5, 5, 2080), (None, 5, 5, 2080)]","(None, 5, 5, 2080)",block8_1_ac/block8_2_conv,0,,,,,,,,,True,lambda,,,,,,,,{'scale': 0.2},,,"(5, 5, 2080)",,raw,"(u'YwIAAAACAAAAAwAAAFNgAQBzFAAAAHwAAGQBABl8AABkAgAZfAEAFBdTKAMAAABOaQAAAABpAQAA\nACgAAAAAKAIAAAB0BgAAAGlucHV0c3QFAAAAc2NhbGUoAAAAACgAAAAAc3oAAAAvVXNlcnMva2Fu\nZ3N1amluL0RvY3VtZW50cy9TVUpJTi9JLVNVUkYgcHJvamVjdC92ZW52L2xpYi9weXRob24yLjcv\nc2l0ZS1wYWNrYWdlcy9rZXJhc19hcHBsaWNhdGlvbnMvaW5jZXB0aW9uX3Jlc25ldF92Mi5weXQI\nAAAAPGxhbWJkYT6qAAAAdAAAAAA=\n', None, None)",,,,,,,,,,,,,,
block8_2_ac,Activation,"(None, 5, 5, 2080)","(None, 5, 5, 2080)",block8_2,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_173,Conv2D,"(None, 5, 5, 2080)","(None, 5, 5, 192)",block8_2_ac,399360,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_173,BatchNormalization,"(None, 5, 5, 192)","(None, 5, 5, 192)",conv2d_173,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_173,Activation,"(None, 5, 5, 192)","(None, 5, 5, 192)",batch_normalization_173,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_174,Conv2D,"(None, 5, 5, 192)","(None, 5, 5, 224)",activation_173,129024,224,"(1, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_174,BatchNormalization,"(None, 5, 5, 224)","(None, 5, 5, 224)",conv2d_174,672,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_174,Activation,"(None, 5, 5, 224)","(None, 5, 5, 224)",batch_normalization_174,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_172,Conv2D,"(None, 5, 5, 2080)","(None, 5, 5, 192)",block8_2_ac,399360,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_175,Conv2D,"(None, 5, 5, 224)","(None, 5, 5, 256)",activation_174,172032,256,"(3, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_172,BatchNormalization,"(None, 5, 5, 192)","(None, 5, 5, 192)",conv2d_172,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_175,BatchNormalization,"(None, 5, 5, 256)","(None, 5, 5, 256)",conv2d_175,768,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_172,Activation,"(None, 5, 5, 192)","(None, 5, 5, 192)",batch_normalization_172,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_175,Activation,"(None, 5, 5, 256)","(None, 5, 5, 256)",batch_normalization_175,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
block8_3_mixed,Concatenate,"[(None, 5, 5, 192), (None, 5, 5, 256)]","(None, 5, 5, 448)",activation_172/activation_175,0,,,,,,,,,True,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
block8_3_conv,Conv2D,"(None, 5, 5, 448)","(None, 5, 5, 2080)",block8_3_mixed,933920,2080,"(1, 1)",linear,same,"(1, 1)",,,,True,,True,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
block8_3,Lambda,"[(None, 5, 5, 2080), (None, 5, 5, 2080)]","(None, 5, 5, 2080)",block8_2_ac/block8_3_conv,0,,,,,,,,,True,lambda,,,,,,,,{'scale': 0.2},,,"(5, 5, 2080)",,raw,"(u'YwIAAAACAAAAAwAAAFNgAQBzFAAAAHwAAGQBABl8AABkAgAZfAEAFBdTKAMAAABOaQAAAABpAQAA\nACgAAAAAKAIAAAB0BgAAAGlucHV0c3QFAAAAc2NhbGUoAAAAACgAAAAAc3oAAAAvVXNlcnMva2Fu\nZ3N1amluL0RvY3VtZW50cy9TVUpJTi9JLVNVUkYgcHJvamVjdC92ZW52L2xpYi9weXRob24yLjcv\nc2l0ZS1wYWNrYWdlcy9rZXJhc19hcHBsaWNhdGlvbnMvaW5jZXB0aW9uX3Jlc25ldF92Mi5weXQI\nAAAAPGxhbWJkYT6qAAAAdAAAAAA=\n', None, None)",,,,,,,,,,,,,,
block8_3_ac,Activation,"(None, 5, 5, 2080)","(None, 5, 5, 2080)",block8_3,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_177,Conv2D,"(None, 5, 5, 2080)","(None, 5, 5, 192)",block8_3_ac,399360,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_177,BatchNormalization,"(None, 5, 5, 192)","(None, 5, 5, 192)",conv2d_177,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_177,Activation,"(None, 5, 5, 192)","(None, 5, 5, 192)",batch_normalization_177,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
