name,layer_type,batch_input_shape,batch_output_shape,connected_to,params,filters,kernel_size,activation,padding,strides,pool_size,units,dtype,trainable,use_bias,axis,scale,moving_mean_initializer,bias_regularizer,moving_variance_initializer,gamma_constraint,bias_initializer,beta_regularizer,momentum,gamma_initializer,kernel_initializer,kernel_constraint,epsilon,activity_regularizer,beta_initializer,beta_constraint,center,bias_constraint,data_format,dilation_rate,kernel_regularizer,sparse,gamma_regularizer
conv3_block6_0_relu,Activation,"(None, 28, 28, 288)","(None, 28, 28, 288)",conv3_block6_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block6_1_conv,Conv2D,"(None, 28, 28, 288)","(None, 28, 28, 128)",conv3_block6_0_relu,36864,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block6_1_bn,BatchNormalization,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block6_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block6_1_relu,Activation,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block6_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block6_2_conv,Conv2D,"(None, 28, 28, 128)","(None, 28, 28, 32)",conv3_block6_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block6_concat,Concatenate,"[(None, 28, 28, 288), (None, 28, 28, 32)]","(None, 28, 28, 320)",conv3_block5_concat/conv3_block6_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv3_block7_0_bn,BatchNormalization,"(None, 28, 28, 320)","(None, 28, 28, 320)",conv3_block6_concat,1280,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block7_0_relu,Activation,"(None, 28, 28, 320)","(None, 28, 28, 320)",conv3_block7_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block7_1_conv,Conv2D,"(None, 28, 28, 320)","(None, 28, 28, 128)",conv3_block7_0_relu,40960,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block7_1_bn,BatchNormalization,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block7_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block7_1_relu,Activation,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block7_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block7_2_conv,Conv2D,"(None, 28, 28, 128)","(None, 28, 28, 32)",conv3_block7_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block7_concat,Concatenate,"[(None, 28, 28, 320), (None, 28, 28, 32)]","(None, 28, 28, 352)",conv3_block6_concat/conv3_block7_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv3_block8_0_bn,BatchNormalization,"(None, 28, 28, 352)","(None, 28, 28, 352)",conv3_block7_concat,1408,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block8_0_relu,Activation,"(None, 28, 28, 352)","(None, 28, 28, 352)",conv3_block8_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block8_1_conv,Conv2D,"(None, 28, 28, 352)","(None, 28, 28, 128)",conv3_block8_0_relu,45056,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block8_1_bn,BatchNormalization,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block8_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block8_1_relu,Activation,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block8_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block8_2_conv,Conv2D,"(None, 28, 28, 128)","(None, 28, 28, 32)",conv3_block8_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block8_concat,Concatenate,"[(None, 28, 28, 352), (None, 28, 28, 32)]","(None, 28, 28, 384)",conv3_block7_concat/conv3_block8_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv3_block9_0_bn,BatchNormalization,"(None, 28, 28, 384)","(None, 28, 28, 384)",conv3_block8_concat,1536,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block9_0_relu,Activation,"(None, 28, 28, 384)","(None, 28, 28, 384)",conv3_block9_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block9_1_conv,Conv2D,"(None, 28, 28, 384)","(None, 28, 28, 128)",conv3_block9_0_relu,49152,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block9_1_bn,BatchNormalization,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block9_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block9_1_relu,Activation,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block9_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block9_2_conv,Conv2D,"(None, 28, 28, 128)","(None, 28, 28, 32)",conv3_block9_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block9_concat,Concatenate,"[(None, 28, 28, 384), (None, 28, 28, 32)]","(None, 28, 28, 416)",conv3_block8_concat/conv3_block9_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv3_block10_0_bn,BatchNormalization,"(None, 28, 28, 416)","(None, 28, 28, 416)",conv3_block9_concat,1664,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block10_0_relu,Activation,"(None, 28, 28, 416)","(None, 28, 28, 416)",conv3_block10_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block10_1_conv,Conv2D,"(None, 28, 28, 416)","(None, 28, 28, 128)",conv3_block10_0_relu,53248,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block10_1_bn,BatchNormalization,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block10_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block10_1_relu,Activation,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block10_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block10_2_conv,Conv2D,"(None, 28, 28, 128)","(None, 28, 28, 32)",conv3_block10_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block10_concat,Concatenate,"[(None, 28, 28, 416), (None, 28, 28, 32)]","(None, 28, 28, 448)",conv3_block9_concat/conv3_block10_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv3_block11_0_bn,BatchNormalization,"(None, 28, 28, 448)","(None, 28, 28, 448)",conv3_block10_concat,1792,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block11_0_relu,Activation,"(None, 28, 28, 448)","(None, 28, 28, 448)",conv3_block11_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block11_1_conv,Conv2D,"(None, 28, 28, 448)","(None, 28, 28, 128)",conv3_block11_0_relu,57344,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block11_1_bn,BatchNormalization,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block11_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block11_1_relu,Activation,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block11_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block11_2_conv,Conv2D,"(None, 28, 28, 128)","(None, 28, 28, 32)",conv3_block11_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block11_concat,Concatenate,"[(None, 28, 28, 448), (None, 28, 28, 32)]","(None, 28, 28, 480)",conv3_block10_concat/conv3_block11_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv3_block12_0_bn,BatchNormalization,"(None, 28, 28, 480)","(None, 28, 28, 480)",conv3_block11_concat,1920,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block12_0_relu,Activation,"(None, 28, 28, 480)","(None, 28, 28, 480)",conv3_block12_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block12_1_conv,Conv2D,"(None, 28, 28, 480)","(None, 28, 28, 128)",conv3_block12_0_relu,61440,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block12_1_bn,BatchNormalization,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block12_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block12_1_relu,Activation,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block12_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block12_2_conv,Conv2D,"(None, 28, 28, 128)","(None, 28, 28, 32)",conv3_block12_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block12_concat,Concatenate,"[(None, 28, 28, 480), (None, 28, 28, 32)]","(None, 28, 28, 512)",conv3_block11_concat/conv3_block12_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
pool3_bn,BatchNormalization,"(None, 28, 28, 512)","(None, 28, 28, 512)",conv3_block12_concat,2048,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
pool3_relu,Activation,"(None, 28, 28, 512)","(None, 28, 28, 512)",pool3_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
pool3_conv,Conv2D,"(None, 28, 28, 512)","(None, 28, 28, 256)",pool3_relu,131072,256,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
pool3_pool,AveragePooling2D,"(None, 28, 28, 256)","(None, 14, 14, 256)",pool3_conv,0,,,,valid,"(2, 2)","(2, 2)",,,True,,,,,,,,,,,,,,,,,,,,channels_last,,,,
conv4_block1_0_bn,BatchNormalization,"(None, 14, 14, 256)","(None, 14, 14, 256)",pool3_pool,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block1_0_relu,Activation,"(None, 14, 14, 256)","(None, 14, 14, 256)",conv4_block1_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block1_1_conv,Conv2D,"(None, 14, 14, 256)","(None, 14, 14, 128)",conv4_block1_0_relu,32768,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block1_1_bn,BatchNormalization,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block1_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block1_1_relu,Activation,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block1_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block1_2_conv,Conv2D,"(None, 14, 14, 128)","(None, 14, 14, 32)",conv4_block1_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block1_concat,Concatenate,"[(None, 14, 14, 256), (None, 14, 14, 32)]","(None, 14, 14, 288)",pool3_pool/conv4_block1_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv4_block2_0_bn,BatchNormalization,"(None, 14, 14, 288)","(None, 14, 14, 288)",conv4_block1_concat,1152,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block2_0_relu,Activation,"(None, 14, 14, 288)","(None, 14, 14, 288)",conv4_block2_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block2_1_conv,Conv2D,"(None, 14, 14, 288)","(None, 14, 14, 128)",conv4_block2_0_relu,36864,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block2_1_bn,BatchNormalization,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block2_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block2_1_relu,Activation,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block2_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block2_2_conv,Conv2D,"(None, 14, 14, 128)","(None, 14, 14, 32)",conv4_block2_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block2_concat,Concatenate,"[(None, 14, 14, 288), (None, 14, 14, 32)]","(None, 14, 14, 320)",conv4_block1_concat/conv4_block2_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv4_block3_0_bn,BatchNormalization,"(None, 14, 14, 320)","(None, 14, 14, 320)",conv4_block2_concat,1280,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block3_0_relu,Activation,"(None, 14, 14, 320)","(None, 14, 14, 320)",conv4_block3_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block3_1_conv,Conv2D,"(None, 14, 14, 320)","(None, 14, 14, 128)",conv4_block3_0_relu,40960,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block3_1_bn,BatchNormalization,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block3_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block3_1_relu,Activation,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block3_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block3_2_conv,Conv2D,"(None, 14, 14, 128)","(None, 14, 14, 32)",conv4_block3_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block3_concat,Concatenate,"[(None, 14, 14, 320), (None, 14, 14, 32)]","(None, 14, 14, 352)",conv4_block2_concat/conv4_block3_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv4_block4_0_bn,BatchNormalization,"(None, 14, 14, 352)","(None, 14, 14, 352)",conv4_block3_concat,1408,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block4_0_relu,Activation,"(None, 14, 14, 352)","(None, 14, 14, 352)",conv4_block4_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block4_1_conv,Conv2D,"(None, 14, 14, 352)","(None, 14, 14, 128)",conv4_block4_0_relu,45056,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block4_1_bn,BatchNormalization,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block4_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block4_1_relu,Activation,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block4_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block4_2_conv,Conv2D,"(None, 14, 14, 128)","(None, 14, 14, 32)",conv4_block4_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block4_concat,Concatenate,"[(None, 14, 14, 352), (None, 14, 14, 32)]","(None, 14, 14, 384)",conv4_block3_concat/conv4_block4_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv4_block5_0_bn,BatchNormalization,"(None, 14, 14, 384)","(None, 14, 14, 384)",conv4_block4_concat,1536,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block5_0_relu,Activation,"(None, 14, 14, 384)","(None, 14, 14, 384)",conv4_block5_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block5_1_conv,Conv2D,"(None, 14, 14, 384)","(None, 14, 14, 128)",conv4_block5_0_relu,49152,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block5_1_bn,BatchNormalization,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block5_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block5_1_relu,Activation,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block5_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block5_2_conv,Conv2D,"(None, 14, 14, 128)","(None, 14, 14, 32)",conv4_block5_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block5_concat,Concatenate,"[(None, 14, 14, 384), (None, 14, 14, 32)]","(None, 14, 14, 416)",conv4_block4_concat/conv4_block5_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv4_block6_0_bn,BatchNormalization,"(None, 14, 14, 416)","(None, 14, 14, 416)",conv4_block5_concat,1664,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
